Location,Sector,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Annual
Chesterfield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Chilmark,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Chilmark,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Chilmark,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Colrain,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Colrain,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Colrain,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Conway,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Conway,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Conway,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Cummington,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Cummington,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Cummington,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Douglas,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Douglas,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Douglas,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Edgartown,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Edgartown,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Edgartown,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Egremont,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Egremont,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Egremont,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Erving,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Erving,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Erving,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Florida,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Florida,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Florida,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gill,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gill,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gill,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Goshen,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Goshen,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Goshen,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gosnold,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gosnold,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Gosnold,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Granville,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Granville,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Granville,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hancock,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hancock,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hancock,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hardwick,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hardwick,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hardwick,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hawley,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hawley,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hawley,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Heath,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Heath,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Heath,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hinsdale,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hinsdale,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hinsdale,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Holland,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Holland,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Holland,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hubbardston,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hubbardston,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Hubbardston,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Huntington,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Huntington,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Huntington,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leverett,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leverett,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leverett,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leyden,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leyden,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Leyden,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Middlefield,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Middlefield,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Middlefield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monroe,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monroe,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monroe,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monterey,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monterey,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Monterey,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Montgomery,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Montgomery,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Montgomery,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Mount Washington,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Mount Washington,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Mount Washington,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Nantucket,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Nantucket,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Nantucket,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Ashford,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Ashford,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Ashford,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Braintree,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Braintree,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Braintree,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Marlborough,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Marlborough,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Marlborough,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Salem,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Salem,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
New Salem,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Northfield,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Northfield,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Northfield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oak Bluffs,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oak Bluffs,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oak Bluffs,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oakham,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oakham,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Oakham,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Orange,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Orange,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Orange,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Otis,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Otis,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Otis,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Paxton,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Paxton,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Paxton,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Pelham,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Pelham,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Pelham,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Peru,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Peru,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Peru,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Petersham,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Petersham,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Petersham,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Phillipston,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Phillipston,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Phillipston,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Plainfield,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Plainfield,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Plainfield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Princeton,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Princeton,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Princeton,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Provincetown,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Provincetown,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Provincetown,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Richmond,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Richmond,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Richmond,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rowe,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rowe,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rowe,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Royalston,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Royalston,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Royalston,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Russell,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Russell,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Russell,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rutland,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rutland,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Rutland,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sandisfield,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sandisfield,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sandisfield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Savoy,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Savoy,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Savoy,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sheffield,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sheffield,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sheffield,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shelburne,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shelburne,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shelburne,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shutesbury,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shutesbury,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Shutesbury,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sturbridge,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sturbridge,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Sturbridge,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Templeton,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Templeton,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Templeton,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tisbury,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tisbury,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tisbury,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tolland,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tolland,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tolland,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Truro,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Truro,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Truro,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tyringham,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tyringham,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Tyringham,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wales,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wales,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wales,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Ware,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Ware,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Ware,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Warwick,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Warwick,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Warwick,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Washington,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Washington,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Washington,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wellfleet,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wellfleet,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wellfleet,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wendell,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wendell,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
Wendell,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Stockbridge,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Stockbridge,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Stockbridge,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Tisbury,Residential,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Tisbury,Commercial & Industrial,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
West Tisbury,Total,2016,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas,No gas
