ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A3832,"Connected Care of West Tennessee, LLC","TN, MS, KY, MO",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,11062,0.0035,0.0294,376804,0,"",0,1,1,96.87,1,0,"",10075,9852,108173885,107797081,"","",0.5,0.48,0,"Low Revenue",66762,7571,15651,8434,64838,7594,15895,8812,67166,8234,14722,8971,85774,8094,16950,8870,10040,0.953,0.944,0.942,1.006,0.936,0.878,0.867,0.99,0.961,0.874,0.982,0.979,1.025,0.903,0.942,0.989,67,1012,594,6144,10736,106,1047,646,8937,1364,4904,3536,1258,6138,4924,9820,1108,11,16,4,103,2699,2163,50,395,106,171,677,2394,2971,244,860,346,273,239,2,22,9,14,6,819,622,199,635,178,10891,3859,3360,1968,1704,56,0,0,5,0,1,1,83,110,70,3,0,^,^,^,^,^,^,^,^,^,^,~,~,0.9,64.73,77.9,69.57,65.33,79.17,64.84,86.26,0,16.25,79.69
A3834,"Steward National Care Network, Inc.","MA, FL, AZ, OH, UT, PA, LA, NH, TX",Renewal,2,1/1/2018,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,161364,0.0379,0.005,68711265,68711265,"",51533448,1,1,100,0,0,1,11517,12237,1812508125,1743796860,"","",0.75,0.75,0,"High Revenue",96573,10674,18835,10338,94174,10809,18501,10552,99673,11024,18761,10986,91285,10174,18532,10050,11080,1.055,1.013,1.087,1.082,1.075,1.015,1.066,1.073,1.071,1.015,1.073,1.077,1.057,1.008,1.036,1.074,820,18822,9653,110328,157383,870,16995,10526,128992,18083,71370,50082,21829,90746,70618,146428,6206,1302,1954,129,5345,3292,2795,142,279,117,449,826,2149,3640,148,704,273,296,268,5,14,9,16,6,785,595,222,633,222,11019,4497,4387,2063,73,66,0,17,3,0,26,39,1446,2557,1130,621,12,^,^,^,^,^,^,^,^,^,^,~,~,1.01,85.66,56.75,74.42,60.19,64.17,71.37,82.6,9.68,16.71,80.15
A3835,"Connected Care of East Tennessee, LLC","TN, GA, AL",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9330,-0.0889,0.0307,-8529409,0,"",0,1,1,97.03,0,0,"",10596,10823,95945473,104474882,"","",0.5,0.49,0,"High Revenue",64507,10492,13459,8386,74333,9963,13369,9302,58301,11543,16579,9639,77715,11719,14915,10220,11537,0.934,1.064,0.958,0.994,0.999,1.061,0.956,1.008,0.962,1.032,0.992,1.032,0.944,1.043,0.933,0.993,89,1329,544,6362,9055,123,1132,417,7384,1478,4492,2545,815,5147,4183,8164,934,45,23,6,158,3477,2785,49,645,38,273,482,2932,3580,139,584,371,330,290,1,33,5,13,4,701,675,216,771,241,8836,2689,3894,1809,443,38,2,3,1,0,2,2,225,390,180,53,0,^,^,^,^,^,^,^,^,^,^,~,~,0.85,87.41,73.9,81.94,73.1,68.56,73.49,87.75,10,10.76,66.54
A3837,"Healthcare Quality Partners LLC","NJ, PA",Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,9693,0.0732,0.015,8205345,8205345,"",4006516,1,1,97.66,0,0,"",11843,11788,112102529,103897185,"","",0.5,0.49,0,"High Revenue",93334,9599,18181,10082,97784,11239,19634,10281,112421,11389,19778,11073,117765,10426,19444,10221,10976,1.08,0.942,1.082,1.053,1.038,0.892,1.102,1.064,1.086,1.002,1.071,1.076,1.074,1.007,1.175,1.086,43,1174,356,8114,9466,35,965,349,8117,1014,4648,2852,1179,5586,4107,8712,395,114,109,2,361,3191,2746,108,235,131,261,940,1685,4408,81,377,221,262,240,2,10,9,13,5,821,459,206,607,197,11167,4799,5240,1116,12,62,0,0,0,0,5,6,56,18,17,12,0,^,^,^,^,^,^,^,^,^,^,~,~,0.82,85.9,78.75,81.82,79.33,80.23,71.19,77.52,13.68,14.31,74.26
A3840,"Connected Care of Middle Tennessee, LLC",TN,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,21686,0.042,0.0248,9967639,9967639,"",4827695,1,1,96.87,1,0,"",11275,11415,237125069,227157430,"","",0.5,0.48,0,"High Revenue",69747,13156,15720,9301,75713,14158,17213,9379,66588,14212,20498,9864,64265,13199,19597,9456,10801,1.016,1.293,1.038,1.019,1.02,1.3,1.085,1,0.993,1.342,1.113,1.016,0.981,1.353,1.147,1.038,223,2554,617,16245,21030,283,2393,377,17977,3386,11432,5325,1543,11773,9913,18986,1706,132,83,11,768,2961,2590,30,325,55,179,365,3593,2914,83,496,476,297,272,1,17,7,13,3,741,530,197,826,273,9075,2614,4449,1994,18,28,0,0,0,0,2,6,467,1680,936,117,1,^,^,^,^,^,^,^,^,^,^,~,~,1.19,87.9,91.91,46.88,75.14,68.87,74.52,86.08,36.36,13.72,74.91
A3841,"KENNEDY HEALTH ALLIANCE",NJ,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,10164,0.0531,0.0299,6223981,6223981,"",3014503,1,1,96.87,1,0,"",11865,12279,117264579,111040598,"","",0.5,0.48,0,"Low Revenue",66734,10647,14159,9964,102349,11405,15631,10537,94421,13118,19332,10957,92534,12005,22198,9746,11235,1.009,0.883,0.948,1.028,1.023,0.92,1.032,1.051,1.019,1,1.116,1.019,1.001,0.956,1.086,0.991,42,922,499,4779,9883,59,1169,580,8076,1458,4652,2921,1133,5938,4226,8892,750,93,115,0,314,3114,2853,42,194,56,246,857,2290,4103,116,405,358,306,293,1,8,5,15,9,773,638,247,812,254,10151,3473,5185,1490,3,61,0,0,0,0,0,0,122,137,80,19,2,^,^,^,^,^,^,^,^,^,^,~,~,1.12,77.82,73.14,25,66.53,44.98,55.95,83.33,8.7,16.13,79.12
A3864,"Baptist Physician Partners ACO, LLC","FL, GA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,40723,0.037,0.0229,14533413,14533413,"",7039067,1,1,96.87,1,0,"",9853,9849,392334224,377800811,"","",0.5,0.48,0,"High Revenue",80477,9964,18030,9168,77960,10085,18888,9083,75500,9391,17926,9090,78610,10104,17513,8879,9488,0.996,0.981,1.015,0.956,1.02,0.975,1.048,0.962,0.994,0.954,1.018,0.956,0.947,0.96,0.988,0.969,235,2116,619,31611,39818,255,1768,501,37295,3030,22241,11775,3677,23230,17493,35338,3363,455,151,13,1403,2285,2134,22,129,11,194,365,2075,3895,73,474,318,228,220,1,6,2,10,3,840,494,172,744,283,10705,4032,5386,1284,3,36,0,0,0,0,3,3,185,181,87,46,0,^,^,^,^,^,^,^,^,^,^,~,~,0.93,81.37,58.65,33.33,50.81,72.91,75.19,81.4,3.51,6.21,70.59
A3873,"Adventist Health Accountable Care, LLC",CA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,20927,0.0303,0.0249,7848463,7848463,"",3832257,1,1,97.66,0,0,"",12731,12802,259257361,251408898,"","",0.5,0.49,0,"High Revenue",97010,10903,15072,10635,96157,11440,15469,10360,93178,12110,15947,10783,98717,13071,16611,10077,12345,1.057,1.018,0.993,0.984,1.057,1.014,0.951,1.002,1.02,1.043,1,0.976,1.027,1.065,0.965,0.965,231,2133,2790,12510,20364,226,1907,3132,15100,2582,9717,6155,2473,11929,8998,16969,429,815,1512,80,1122,3667,3284,70,333,40,360,954,2421,4085,108,882,293,254,237,1,12,3,14,4,797,555,194,579,236,10612,4312,5212,927,161,44,0,0,1,0,5,10,267,307,151,137,0,^,^,^,^,^,^,^,^,^,^,~,~,0.86,84.19,79.93,82.35,76.89,66.3,71.9,84.98,5.8,16.52,73.14
A3877,"Coastal One Health Partners",CA,Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,13139,-0.0238,0.0281,-3204118,0,"",0,1,1,97.03,0,0,"",10380,10337,134473402,137677520,"","",0.5,0.49,0,"High Revenue",86896,10544,11486,8688,77093,11152,13778,9359,85871,12398,13370,9499,110536,10258,15283,9826,10627,1.011,1.072,0.967,1,0.99,1.046,0.9,0.981,0.953,1.069,0.946,1.002,1.032,1.063,0.989,1.023,59,785,706,10259,12956,62,611,717,11566,649,6643,4210,1637,7456,5683,11704,179,194,360,47,655,2850,2609,12,213,37,462,758,1722,4299,72,534,272,171,160,0,8,2,6,1,763,440,108,676,282,8248,2564,4957,678,48,42,1,0,0,0,3,2,177,318,36,54,0,^,^,^,^,^,^,^,^,^,^,~,~,0.4,80.4,81.33,96.77,72.11,86.84,85.17,74.7,8.33,13.2,61.06
A3886,"PRIME ACCOUNTABLE CARE WEST, LLC","NV, AZ",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,24424,0.0172,0.0246,4284389,0,"",0,1,1,96.87,1,0,"",10453,11052,249466952,245182564,"","",0.5,0.48,0,"Low Revenue",88604,11339,18027,10031,94744,12570,16181,10226,98034,12913,18633,10029,91686,12019,14995,9692,10273,1.007,1.064,1.06,1.082,1.05,1.049,0.969,1.066,1.016,1.045,1.003,1.038,0.984,1.029,0.887,1.002,104,1675,1093,20478,23866,62,1245,1106,21452,1833,12031,8331,2229,13824,10600,21079,1014,712,420,62,1137,3143,2562,63,523,40,205,343,1543,4348,129,664,233,248,220,2,23,4,10,3,785,561,176,634,264,12529,5807,5194,1512,16,27,0,0,0,0,0,0,91,25,91,44,0,^,^,^,^,^,^,^,^,^,^,~,~,1.11,66.02,63.78,89.19,61.26,51,65.46,76.89,2.17,20.32,73.81
A3891,"NJ MSSP",NJ,Renewal,2,1/1/2018,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,6722,0.0336,0.02,2329368,2329368,"",1130835,1,1,97.09,0,0,1,10603,11921,69286671,66957302,"","",0.5,0.49,1,"Low Revenue",104606,10561,14802,10012,129192,11121,17789,10706,120897,11962,18672,11022,86568,9228,15016,10054,10247,1.223,0.867,1.124,0.954,1.078,0.878,0.972,0.962,1.051,0.935,1.098,1.016,0.971,0.919,0.991,1.024,15,409,114,5816,6535,13,412,115,5994,590,3274,1957,901,4036,2686,6097,247,64,63,3,248,2728,2368,85,323,29,250,789,1672,4061,68,491,163,208,192,1,12,2,11,3,851,348,161,542,229,11034,4796,5391,845,2,42,0,0,0,0,0,0,39,21,13,25,0,^,^,^,^,^,^,^,^,^,^,~,~,0.77,89.81,69.65,94.74,83.89,79.38,77.19,77.02,17.95,9.97,71.05
A3894,"Appalachia MSSP","VA, WV, KY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,7207,0.0669,0.0336,4639934,4639934,"",2247291,1,1,96.87,1,0,"",9913,9868,69331978,64692044,"","",0.5,0.48,0,"Low Revenue",68003,7722,14090,8507,86219,7990,13797,8961,89834,8263,14117,9078,73820,7539,16660,8274,9250,1.04,0.919,0.984,1.015,0.988,0.923,1.01,1.019,1.053,0.885,0.993,0.995,0.976,0.938,1.023,1.075,40,1733,815,4227,6994,40,1271,609,5073,1501,3080,1848,778,3985,3222,6743,342,19,3,2,98,2594,2342,40,168,68,193,925,2091,2615,220,570,371,273,256,1,8,8,11,6,795,684,192,594,138,10033,3485,2626,1577,2344,63,0,8,1,0,0,0,27,2,36,6,0,^,^,^,^,^,^,^,^,^,^,~,~,1.19,80.76,76.89,95.77,86.02,67.7,64.47,84.42,18.03,13.46,63.86
A3895,"UMC Accountable Care LLC","TX, NM",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,5330,0.0781,0.038,4823290,4823290,"",2336097,1,1,96.87,1,0,"",12047,12773,61760359,56937069,"","",0.5,0.48,0,"Low Revenue",65679,11443,19911,9737,63522,12688,19613,9701,75981,11823,19687,10008,74023,10257,13783,9296,11106,0.947,1.106,1.176,1.04,0.933,1.089,1.115,1.032,0.966,1.048,0.997,0.997,0.963,1.022,0.884,1.012,166,1018,672,4580,5127,115,627,281,4104,910,2328,1493,599,2861,2469,4611,221,39,275,10,174,3159,2302,71,742,41,260,391,3461,2801,68,756,354,290,242,2,40,3,11,2,687,708,198,666,188,8366,3036,3710,1580,40,36,0,0,0,0,0,0,125,231,127,36,0,^,^,^,^,^,^,^,^,^,^,~,~,0.93,82.69,73.95,93.55,44.76,69.34,75.3,84.96,8.7,19.22,61.17
A3896,"MHC Accountable Care Organization, LLC","WV, OH, KY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12827,-0.0626,0.0283,-7975303,0,"",0,1,1,96.87,1,0,"",10248,9646,127321029,135296331,"","",0.5,0.48,0,"High Revenue",76889,8121,13676,8038,81058,8283,13775,8183,83569,8382,15023,8779,85329,9991,17866,9589,10890,1.009,0.942,0.957,0.997,1.031,0.934,0.925,0.998,1.033,0.949,1.032,1.031,1.074,1.028,1.079,1.096,106,2806,974,11114,12424,110,1821,855,9638,2208,5531,3637,1451,7340,5487,12362,279,17,2,7,160,3454,2799,120,566,23,179,622,2928,2782,190,690,414,330,295,3,29,2,17,6,764,638,243,868,131,9799,3855,3690,2195,59,47,0,0,0,0,2,4,171,294,174,42,0,^,^,^,^,^,^,^,^,^,^,~,~,0.8,92.56,75.36,72.92,70.77,71.68,70.37,77.57,2.27,18.75,61.5
A3899,"Southeast Regional MSSP","LA, MS, TN",Renewal,2,1/1/2018,1/1/2020,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,10893,0.1112,0.02,13129491,13129491,"",6527819,1,1,99.44,0,0,1,11193,11894,118052799,104923307,"","",0.5,0.5,1,"Low Revenue",72126,9072,17744,9172,84559,9348,16452,9709,89100,9714,18074,10037,73788,8849,15870,8683,9948,1.018,0.941,0.991,0.983,1.003,0.947,0.959,0.995,1.001,0.976,1.019,1.031,1.021,1.037,1.066,1.074,112,1421,956,8549,10547,113,1271,807,8356,1657,5043,3151,1042,5999,4894,8460,2187,42,17,17,170,2787,2151,161,392,100,285,579,2188,3013,134,811,385,290,252,7,21,9,16,6,767,614,191,611,189,10133,5187,3532,1362,53,40,0,0,0,0,0,0,36,3,29,10,0,^,^,^,^,^,^,^,^,^,^,~,~,1.39,89.94,82.05,94.87,84.47,71.38,70.4,84.43,25.58,14.06,79.03
A3908,"MercyOne ACO IV","IA, IL",Renewal,2,1/1/2018,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,13413,0.0087,0.028,989664,0,"",0,1,1,96.87,1,0,1,8706,9275,113828041,112838377,"","",0.4,0.39,0,"High Revenue",67557,8034,14154,7948,68095,9110,14628,8193,80894,9210,16006,8704,89735,8822,14687,8182,8631,1.03,0.955,1.086,0.976,1.066,0.988,0.987,0.956,1.029,0.93,1.014,0.961,0.982,0.926,1.064,0.96,33,818,514,12288,13074,32,696,428,11917,739,6192,4340,2142,7568,5845,12949,71,37,37,4,315,2459,2205,58,191,30,296,749,2592,2158,106,232,267,228,214,2,10,2,13,2,803,565,165,542,168,7361,2651,2992,1508,211,59,0,0,4,0,2,4,79,123,55,30,0,^,^,^,^,^,^,^,^,^,^,~,~,0.85,91.63,84.54,55.56,33.33,79.45,82.42,82.73,17.39,10.93,68.13
A3919,"Bridges Health Partners Accountable Care Organization",PA,Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,26746,0.0436,0.02,10754999,10754999,"",5209042,1,1,96.87,1,0,"",9437,10333,246578207,235823208,"","",0.5,0.48,0,"High Revenue",83261,9413,17471,9806,85574,8878,15663,9688,89173,9350,15742,9463,81555,8718,16070,8390,9025,1.111,0.988,1.142,1.137,1.094,1.024,1.143,1.104,1.17,1.02,1.096,1.086,0.996,0.977,1.023,1,110,3885,1575,18542,26130,93,2907,1149,21981,3096,14028,5953,3669,14995,11751,25832,322,57,9,4,522,2606,2251,93,235,59,411,524,2196,2582,129,575,264,276,255,3,13,5,15,4,746,595,193,713,178,7919,3017,3258,1221,423,57,0,19,2,0,8,10,490,894,330,258,2,^,^,^,^,^,^,^,^,^,^,~,~,1.03,64.04,74.6,49.02,40.15,76.17,69.6,84.3,5.56,16.97,71.34
A3922,"Valley Medical Group-Renton",WA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8571,0.0371,0.0314,2886618,2886618,"",1402716,1,1,97.19,0,0,"",9297,9373,77738379,74851762,"","",0.5,0.49,0,"Low Revenue",79808,7829,9677,8296,74291,6796,7115,8660,91023,7555,7954,9267,61030,7929,6150,9096,8951,0.938,0.87,0.712,0.916,0.991,0.851,0.714,0.974,0.955,0.871,0.705,0.971,0.839,0.885,0.564,0.999,46,729,509,6062,8362,14,627,407,7315,886,3892,2785,1008,4810,3761,7112,347,497,45,32,538,2351,2240,11,56,50,133,466,2983,2542,71,384,219,177,172,0,2,3,13,1,777,488,139,736,213,7512,2703,3453,1352,5,28,0,0,0,0,0,0,153,210,54,55,0,^,^,^,^,^,^,^,^,^,^,~,~,0.66,93.46,80.76,94.44,77.72,76.56,74.34,86.91,14.22,9.63,70.62
A4502,"Western Accountable Care Organization, LLC","CO, UT",Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,15649,-0.0112,0.0267,-1714422,0,"",0,1,1,97.5,0,0,0,10052,10338,153050410,154764832,"","",0.4,0.39,0,"High Revenue",71812,10109,13582,9036,62533,10916,15048,9044,76347,11008,14784,9591,88991,11441,16443,9202,10165,0.857,0.917,0.824,0.837,0.941,0.889,0.888,0.846,0.908,0.891,0.875,0.84,1.009,0.933,0.885,0.825,50,1415,1063,12047,15225,46,1330,1102,12747,1877,8229,4256,1287,8480,7169,14653,32,30,317,34,583,2820,2584,31,199,19,222,748,3978,2023,123,227,409,195,182,1,9,3,5,3,792,575,85,518,213,7829,2539,2443,1011,1837,34,14,9,10,0,9,16,450,1163,220,250,4,^,^,^,^,^,^,^,^,^,^,~,~,0.85,68.16,76.09,69.7,68.31,58.81,65.78,78.23,11.76,17.38,69.37
A4510,"Arkansas Rural Health Partnership Clinically Integrated Network, LLC",AR,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,6912,0.0699,0.0342,4863691,4863691,"",1884532,1,1,96.87,1,0,1,10374,10600,69605401,64741710,"","",0.4,0.39,0,"High Revenue",83779,9006,14995,8688,79083,9226,14333,8823,79378,9105,15148,9040,71575,9039,13477,8394,9649,0.922,0.856,0.908,0.962,0.922,0.941,0.918,0.97,0.94,0.891,0.908,0.961,0.953,0.836,0.859,0.959,85,1181,655,5497,6709,84,930,494,5202,1173,3218,1920,601,4051,2861,5409,1406,9,15,3,70,2894,2395,63,402,65,113,468,2704,2835,157,453,329,301,270,2,23,7,14,10,721,650,138,614,183,9615,3797,3526,561,1730,35,4,0,3,0,4,9,90,163,42,8,1,^,^,^,^,^,^,^,^,^,^,~,~,2.23,96.41,61.11,63.16,72.06,47.39,69.35,72.69,N/A,22.98,53.01
A4513,"CAMC Health Network LLC",WV,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,12803,0.0637,0.0283,8067080,8067080,"",3125747,1,1,96.87,1,0,1,10136,10593,126713214,118646134,"","",0.4,0.39,0,"High Revenue",93664,8186,12856,8545,78931,8578,12919,8773,89163,9206,13991,9457,89226,8147,12508,8419,9491,1.128,0.989,0.958,1.109,1.115,0.986,0.956,1.116,1.051,0.981,0.962,1.098,1.07,0.943,0.964,1.128,137,3897,1395,8770,12501,120,2911,1093,8377,3101,5702,2935,1065,7055,5748,12254,383,16,7,3,140,3122,2717,105,259,75,220,472,2738,2141,209,571,392,316,291,3,13,8,15,10,670,671,231,718,145,7990,1593,2774,1611,2012,38,4,31,5,0,5,9,299,609,294,159,0,^,^,^,^,^,^,^,^,^,^,~,~,1.01,69.9,65.07,71.88,84.09,52.34,66.03,77.83,29.33,30.18,61.44
A4516,"AtlantiCare Health Solutions, Inc.",NJ,Re-Entering,2,7/1/2019,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,1,13950,0.0277,0.01,4187995,4187995,"",2031832,1,1,97.03,0,0,1,11055,12072,151278280,147090285,"","",0.5,0.49,1,"Low Revenue",115854,9927,20371,10842,103326,10479,22635,11171,109752,11359,22549,11774,95949,9840,20107,10453,10749,1.074,0.949,1.122,1.084,1.06,0.939,1.225,1.057,1.056,0.907,1.189,1.053,1.033,0.886,1.188,1.031,30,1153,374,14171,13684,26,932,252,12475,976,6455,4812,1707,8163,5787,12723,635,139,82,1,370,2932,2616,114,238,24,371,729,1925,4059,64,416,265,241,228,2,10,2,12,4,819,456,188,668,240,10325,3422,5360,1527,16,47,0,0,0,0,0,0,213,234,134,33,1,^,^,^,^,^,^,^,^,^,^,~,~,1.02,84.46,70.9,90,81.45,50.18,60,83.47,3.03,12.1,64.11
A4527,"Stratum Med ACO","IA, WA, IL, KS, MO, MN",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,83306,0.0325,0.02,25137240,25137240,"",9787813,1,1,97.34,0,0,1,9492,9972,774149308,749012068,"","",0.4,0.39,0,"High Revenue",79876,9261,15499,8485,74806,9299,14845,8623,78833,9838,16031,8953,73109,9135,16511,8487,9184,1.011,0.943,1.003,0.981,0.997,0.977,1.062,1.028,0.989,0.993,1.058,1.025,0.996,0.963,1.023,1.008,456,8724,3681,69706,81557,401,7563,3242,70350,8083,38617,25391,11215,46825,36481,78537,1620,328,590,248,1983,2481,2264,27,169,37,315,658,2557,2739,102,262,312,234,222,1,8,3,12,4,793,554,158,561,182,8297,2089,2930,1459,1819,46,2,0,27,0,4,7,715,1458,524,341,4,^,^,^,^,^,^,^,^,^,^,~,~,1.03,83.04,85.71,90,84.04,81.01,81.78,85.25,13.92,11.66,73.38
A4529,"Fairfield Community Health Partners",OH,Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,5396,-0.0347,0.0378,-2127131,0,"",0,1,1,97.5,0,0,0,11836,12258,61226732,63353863,"","",0.4,0.39,0,"High Revenue",97962,10641,19600,9357,101577,11034,21822,9860,115033,10607,20575,10256,96798,10792,24265,9762,12247,1.042,1.001,1.113,1.032,1.119,1.013,1.12,1.014,1.11,1.023,1.155,1.038,1.106,0.99,1.11,1.008,47,1244,588,3927,5173,46,984,543,3601,1203,2310,1311,572,2930,2466,5221,32,16,4,2,121,3729,3520,93,58,85,481,1839,3009,2679,282,466,355,348,333,3,3,9,15,8,771,836,252,809,193,10664,4348,3372,2122,822,117,0,3,1,0,1,0,61,85,49,17,1,^,^,^,^,^,^,^,^,^,^,~,~,0.93,68.36,62.25,66.67,49.23,66.02,62.87,84.36,4.55,19.56,64.98
A4531,"IHealth Accountable Care LLC","TX, NM",Initial,1,7/1/2019,7/1/2019,0,0,0,0,1,0,0,0,0,0,One-Sided,0,0,0,5456,-0.0159,0.0376,-1145768,0,"",0,1,1,96.87,1,0,0,13772,14431,71969598,73115366,"","",0.4,0.39,0,"Low Revenue",74388,10171,14760,10524,72369,10377,14651,10855,81273,11097,14183,11054,75988,11159,15173,10532,13991,0.996,1.01,0.978,1.156,0.97,1.044,0.969,1.131,1.011,1.034,0.965,1.156,0.984,1.103,1.041,1.228,246,907,988,4137,5226,219,717,712,3578,989,2048,1555,864,3121,2335,4224,232,35,817,17,131,4021,3085,207,714,87,248,795,2757,4559,140,1434,396,417,363,7,36,10,20,4,719,825,316,680,184,12230,6454,4510,1148,119,70,0,27,1,0,0,0,48,19,74,8,0,^,^,^,^,^,^,^,^,^,^,~,~,1,71.84,47.36,70.27,32.33,33.62,42.38,66.74,12.5,23.26,67.83
