Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
30/06/2021,202124,Bari,Bandarbeyla,Sanaag,Badhan,Drought related,Livelihood Support,8
31/03/2021,202111,Bari,Bandarbeyla,Sanaag,Badhan,Drought related,Livelihood Support,14
31/12/2021,202149,Bari,Bandarbeyla,Sanaag,Laasqoray,Drought related,Livelihood Support,7
30/09/2021,202136,Bari,Bandarbeyla,Sanaag,Laasqoray,Drought related,Livelihood Support,8
30/11/2021,202146,Bari,Bandarbeyla,Sool,Laas Caanood,Drought related,Livelihood Support,6
31/12/2021,202150,Bari,Bandarbeyla,Sool,Taleex,Drought related,Humanitarian Aid,13
31/12/2021,202149,Bari,Bandarbeyla,Sool,Taleex,Drought related,Shelter,7
31/12/2021,202150,Bari,Bandarbeyla,Sool,Taleex,Drought related,Shelter,13
31/03/2021,202110,Bari,Bossaso,Banadir,Banadir,Conflict/Insecurity,Livelihood Support,1
30/06/2021,202124,Bari,Bossaso,Bari,Bandarbeyla,Conflict/Insecurity,Water,6
30/06/2021,202123,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Livelihood Support,5
31/03/2021,202111,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Livelihood Support,6
31/10/2021,202141,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Livelihood Support,7
30/04/2021,202113,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,17
30/04/2021,202114,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,10
31/08/2021,202131,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,29
31/08/2021,202133,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,6
31/08/2021,202135,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,8
31/12/2021,202150,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,6
28/02/2021,202105,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,23
31/01/2021,202102,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,20
31/01/2021,202103,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,6
31/07/2021,202126,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,11
31/07/2021,202127,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,12
30/06/2021,202122,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,11
30/06/2021,202123,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,7
31/03/2021,202109,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,27
31/03/2021,202111,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,18
31/03/2021,202112,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,6
31/05/2021,202118,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,3
30/11/2021,202144,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,13
30/11/2021,202145,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,6
31/10/2021,202139,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,15
31/10/2021,202140,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,27
30/09/2021,202135,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,20
30/09/2021,202136,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Shelter,13
31/12/2021,202148,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,5
31/12/2021,202149,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,18
31/12/2021,202150,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,15
31/01/2021,202104,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,7
31/05/2021,202119,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,12
30/11/2021,202146,Bari,Bossaso,Bari,Bandarbeyla,Drought related,Water,5
31/05/2021,202118,Bari,Bossaso,Bari,Bandarbeyla,Flood,Shelter,6
28/02/2021,202106,Bari,Bossaso,Bari,Bandarbeyla,Other,Health,7
31/01/2021,202104,Bari,Bossaso,Bari,Bandarbeyla,Other,Health,7
30/04/2021,202113,Bari,Bossaso,Bari,Bandarbeyla,Other,Livelihood Support,5
28/02/2021,202107,Bari,Bossaso,Bari,Bandarbeyla,Other,Livelihood Support,7
30/11/2021,202145,Bari,Bossaso,Bari,Bandarbeyla,Other,Livelihood Support,13
31/10/2021,202140,Bari,Bossaso,Bari,Bandarbeyla,Other,Livelihood Support,5
30/04/2021,202114,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,6
28/02/2021,202105,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,14
31/03/2021,202110,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,6
30/11/2021,202145,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,7
31/10/2021,202140,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,5
31/10/2021,202141,Bari,Bossaso,Bari,Bandarbeyla,Other,Shelter,6
30/04/2021,202114,Bari,Bossaso,Bari,Bandarbeyla,Other,Water,7
31/12/2021,202149,Bari,Bossaso,Bari,Bossaso,Conflict/Insecurity,Food,3
31/12/2021,202151,Bari,Bossaso,Bari,Bossaso,Conflict/Insecurity,Food,137
31/01/2021,202103,Bari,Bossaso,Bari,Bossaso,Conflict/Insecurity,Livelihood Support,2
31/03/2021,202111,Bari,Bossaso,Bari,Bossaso,Conflict/Insecurity,Livelihood Support,8
31/05/2021,202121,Bari,Bossaso,Bari,Bossaso,Conflict/Insecurity,Livelihood Support,1
30/04/2021,202115,Bari,Bossaso,Bari,Bossaso,Drought related,Food,7
30/04/2021,202116,Bari,Bossaso,Bari,Bossaso,Drought related,Food,10
30/04/2021,202117,Bari,Bossaso,Bari,Bossaso,Drought related,Food,12
31/08/2021,202131,Bari,Bossaso,Bari,Bossaso,Drought related,Food,19
31/08/2021,202132,Bari,Bossaso,Bari,Bossaso,Drought related,Food,14
31/08/2021,202133,Bari,Bossaso,Bari,Bossaso,Drought related,Food,4
31/08/2021,202134,Bari,Bossaso,Bari,Bossaso,Drought related,Food,11
31/12/2021,202148,Bari,Bossaso,Bari,Bossaso,Drought related,Food,7
31/12/2021,202149,Bari,Bossaso,Bari,Bossaso,Drought related,Food,9
31/12/2021,202150,Bari,Bossaso,Bari,Bossaso,Drought related,Food,23
28/02/2021,202105,Bari,Bossaso,Bari,Bossaso,Drought related,Food,12
31/01/2021,202101,Bari,Bossaso,Bari,Bossaso,Drought related,Food,3
31/01/2021,202103,Bari,Bossaso,Bari,Bossaso,Drought related,Food,8
31/07/2021,202129,Bari,Bossaso,Bari,Bossaso,Drought related,Food,8
31/07/2021,202130,Bari,Bossaso,Bari,Bossaso,Drought related,Food,4
31/03/2021,202111,Bari,Bossaso,Bari,Bossaso,Drought related,Food,9
31/05/2021,202118,Bari,Bossaso,Bari,Bossaso,Drought related,Food,3
31/05/2021,202120,Bari,Bossaso,Bari,Bossaso,Drought related,Food,3
31/05/2021,202121,Bari,Bossaso,Bari,Bossaso,Drought related,Food,11
30/11/2021,202145,Bari,Bossaso,Bari,Bossaso,Drought related,Food,9
30/11/2021,202147,Bari,Bossaso,Bari,Bossaso,Drought related,Food,9
31/10/2021,202141,Bari,Bossaso,Bari,Bossaso,Drought related,Food,7
31/10/2021,202142,Bari,Bossaso,Bari,Bossaso,Drought related,Food,23
30/09/2021,202136,Bari,Bossaso,Bari,Bossaso,Drought related,Food,4
30/09/2021,202138,Bari,Bossaso,Bari,Bossaso,Drought related,Food,7
31/03/2021,202112,Bari,Bossaso,Bari,Bossaso,Drought related,Health,8
30/04/2021,202116,Bari,Bossaso,Bari,Bossaso,Drought related,Livelihood Support,47
31/08/2021,202134,Bari,Bossaso,Bari,Bossaso,Drought related,Livelihood Support,18
31/07/2021,202129,Bari,Bossaso,Bari,Bossaso,Drought related,Livelihood Support,3
31/03/2021,202112,Bari,Bossaso,Bari,Bossaso,Drought related,Livelihood Support,38
31/05/2021,202120,Bari,Bossaso,Bari,Bossaso,Drought related,Livelihood Support,9
31/03/2021,202112,Bari,Bossaso,Bari,Bossaso,Other,Livelihood Support,8
31/05/2021,202120,Bari,Bossaso,Bari,Bossaso,Other,Livelihood Support,5
31/12/2021,202152,Bari,Bossaso,Bari,Bossaso,Other,Water,1000
30/04/2021,202113,Bari,Bossaso,Bari,Caluula,Drought related,Food,5
30/04/2021,202115,Bari,Bossaso,Bari,Caluula,Drought related,Food,15
31/08/2021,202131,Bari,Bossaso,Bari,Caluula,Drought related,Food,5
31/08/2021,202133,Bari,Bossaso,Bari,Caluula,Drought related,Food,11
31/08/2021,202134,Bari,Bossaso,Bari,Caluula,Drought related,Food,15
31/12/2021,202149,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/12/2021,202150,Bari,Bossaso,Bari,Caluula,Drought related,Food,8
28/02/2021,202105,Bari,Bossaso,Bari,Caluula,Drought related,Food,11
28/02/2021,202106,Bari,Bossaso,Bari,Caluula,Drought related,Food,9
28/02/2021,202108,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/01/2021,202100,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/01/2021,202101,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/01/2021,202102,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/01/2021,202103,Bari,Bossaso,Bari,Caluula,Drought related,Food,8
31/07/2021,202128,Bari,Bossaso,Bari,Caluula,Drought related,Food,6
31/07/2021,202129,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/03/2021,202110,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/03/2021,202111,Bari,Bossaso,Bari,Caluula,Drought related,Food,10
31/03/2021,202112,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/05/2021,202121,Bari,Bossaso,Bari,Caluula,Drought related,Food,9
30/11/2021,202144,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
30/11/2021,202145,Bari,Bossaso,Bari,Caluula,Drought related,Food,8
30/11/2021,202147,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/10/2021,202140,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/10/2021,202141,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
31/10/2021,202142,Bari,Bossaso,Bari,Caluula,Drought related,Food,3
31/10/2021,202143,Bari,Bossaso,Bari,Caluula,Drought related,Food,5
30/09/2021,202138,Bari,Bossaso,Bari,Caluula,Drought related,Food,4
30/04/2021,202115,Bari,Bossaso,Bari,Caluula,Drought related,Health,7
31/08/2021,202133,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,7
31/08/2021,202134,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,6
31/12/2021,202149,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,4
31/07/2021,202127,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,6
31/05/2021,202119,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,18
30/11/2021,202144,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,6
30/11/2021,202146,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,23
31/10/2021,202140,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,6
30/09/2021,202135,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,7
30/09/2021,202136,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,17
30/09/2021,202138,Bari,Bossaso,Bari,Caluula,Drought related,Livelihood Support,14
31/07/2021,202127,Bari,Bossaso,Bari,Caluula,Drought related,Other,4
30/04/2021,202113,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,13
30/04/2021,202114,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,10
30/04/2021,202116,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
31/08/2021,202131,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,29
31/08/2021,202132,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
31/08/2021,202133,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
31/12/2021,202149,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
31/12/2021,202150,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
28/02/2021,202105,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,27
31/01/2021,202103,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,24
31/01/2021,202104,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
31/07/2021,202126,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
31/07/2021,202127,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,17
31/07/2021,202128,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
31/07/2021,202129,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
30/06/2021,202122,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,20
30/06/2021,202123,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,20
30/06/2021,202125,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
31/03/2021,202109,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,22
31/03/2021,202111,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,12
31/05/2021,202117,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,5
31/05/2021,202118,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,5
31/05/2021,202119,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,21
31/05/2021,202120,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
30/11/2021,202144,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,12
30/11/2021,202145,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
31/10/2021,202139,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,26
31/10/2021,202140,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,34
30/09/2021,202135,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,31
30/09/2021,202136,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,39
30/09/2021,202137,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,6
30/09/2021,202138,Bari,Bossaso,Bari,Caluula,Drought related,Shelter,7
31/08/2021,202134,Bari,Bossaso,Bari,Caluula,Drought related,Water,7
31/12/2021,202148,Bari,Bossaso,Bari,Caluula,Drought related,Water,13
31/12/2021,202149,Bari,Bossaso,Bari,Caluula,Drought related,Water,19
31/12/2021,202150,Bari,Bossaso,Bari,Caluula,Drought related,Water,22
31/12/2021,202151,Bari,Bossaso,Bari,Caluula,Drought related,Water,5
30/11/2021,202144,Bari,Bossaso,Bari,Caluula,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Bari,Caluula,Drought related,Water,7
30/11/2021,202146,Bari,Bossaso,Bari,Caluula,Drought related,Water,6
31/10/2021,202139,Bari,Bossaso,Bari,Caluula,Drought related,Water,8
30/09/2021,202136,Bari,Bossaso,Bari,Caluula,Drought related,Water,12
30/04/2021,202114,Bari,Bossaso,Bari,Caluula,Other,Food,5
30/06/2021,202125,Bari,Bossaso,Bari,Caluula,Other,Food,4
28/02/2021,202105,Bari,Bossaso,Bari,Caluula,Other,Health,7
30/04/2021,202113,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,6
28/02/2021,202106,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,7
31/07/2021,202129,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,5
31/05/2021,202118,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,12
31/10/2021,202141,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,7
31/10/2021,202142,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,8
30/09/2021,202136,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,8
30/09/2021,202137,Bari,Bossaso,Bari,Caluula,Other,Livelihood Support,5
31/08/2021,202134,Bari,Bossaso,Bari,Caluula,Other,Shelter,8
28/02/2021,202105,Bari,Bossaso,Bari,Caluula,Other,Shelter,4
28/02/2021,202107,Bari,Bossaso,Bari,Caluula,Other,Shelter,5
31/01/2021,202104,Bari,Bossaso,Bari,Caluula,Other,Shelter,23
30/06/2021,202123,Bari,Bossaso,Bari,Caluula,Other,Shelter,12
31/03/2021,202109,Bari,Bossaso,Bari,Caluula,Other,Shelter,5
31/03/2021,202110,Bari,Bossaso,Bari,Caluula,Other,Shelter,6
31/03/2021,202111,Bari,Bossaso,Bari,Caluula,Other,Shelter,10
30/11/2021,202144,Bari,Bossaso,Bari,Caluula,Other,Shelter,5
30/11/2021,202145,Bari,Bossaso,Bari,Caluula,Other,Shelter,6
30/09/2021,202135,Bari,Bossaso,Bari,Caluula,Other,Shelter,7
30/09/2021,202136,Bari,Bossaso,Bari,Caluula,Other,Shelter,21
31/08/2021,202134,Bari,Bossaso,Bari,Caluula,Other,Water,7
31/12/2021,202150,Bari,Bossaso,Bari,Caluula,Other,Water,6
31/07/2021,202127,Bari,Bossaso,Bari,Caluula,Other,Water,7
30/11/2021,202145,Bari,Bossaso,Bari,Caluula,Other,Water,5
31/10/2021,202140,Bari,Bossaso,Bari,Caluula,Other,Water,7
30/11/2021,202147,Bari,Bossaso,Bari,Iskushuban,Drought related,Food,10
30/09/2021,202136,Bari,Bossaso,Bari,Iskushuban,Drought related,Livelihood Support,7
31/08/2021,202134,Bari,Bossaso,Bari,Iskushuban,Drought related,Shelter,7
30/06/2021,202125,Bari,Bossaso,Bari,Qandala,Conflict/Insecurity,Food,4
31/07/2021,202128,Bari,Bossaso,Bari,Qandala,Conflict/Insecurity,Livelihood Support,5
30/04/2021,202115,Bari,Bossaso,Bari,Qandala,Drought related,Food,4
31/08/2021,202131,Bari,Bossaso,Bari,Qandala,Drought related,Food,17
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Drought related,Food,10
31/08/2021,202134,Bari,Bossaso,Bari,Qandala,Drought related,Food,22
31/12/2021,202148,Bari,Bossaso,Bari,Qandala,Drought related,Food,8
31/12/2021,202150,Bari,Bossaso,Bari,Qandala,Drought related,Food,14
28/02/2021,202105,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
28/02/2021,202106,Bari,Bossaso,Bari,Qandala,Drought related,Food,6
28/02/2021,202107,Bari,Bossaso,Bari,Qandala,Drought related,Food,6
28/02/2021,202108,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
31/01/2021,202101,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
31/01/2021,202103,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
31/07/2021,202128,Bari,Bossaso,Bari,Qandala,Drought related,Food,8
31/07/2021,202129,Bari,Bossaso,Bari,Qandala,Drought related,Food,8
30/06/2021,202122,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
30/06/2021,202126,Bari,Bossaso,Bari,Qandala,Drought related,Food,10
31/03/2021,202111,Bari,Bossaso,Bari,Qandala,Drought related,Food,10
31/03/2021,202112,Bari,Bossaso,Bari,Qandala,Drought related,Food,3
31/05/2021,202121,Bari,Bossaso,Bari,Qandala,Drought related,Food,6
30/11/2021,202144,Bari,Bossaso,Bari,Qandala,Drought related,Food,4
30/11/2021,202145,Bari,Bossaso,Bari,Qandala,Drought related,Food,5
31/10/2021,202140,Bari,Bossaso,Bari,Qandala,Drought related,Food,4
31/10/2021,202141,Bari,Bossaso,Bari,Qandala,Drought related,Food,5
31/10/2021,202142,Bari,Bossaso,Bari,Qandala,Drought related,Food,14
30/09/2021,202136,Bari,Bossaso,Bari,Qandala,Drought related,Food,6
30/09/2021,202138,Bari,Bossaso,Bari,Qandala,Drought related,Food,4
31/07/2021,202129,Bari,Bossaso,Bari,Qandala,Drought related,Health,6
31/05/2021,202118,Bari,Bossaso,Bari,Qandala,Drought related,Health,8
31/05/2021,202120,Bari,Bossaso,Bari,Qandala,Drought related,Health,8
30/04/2021,202114,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
31/08/2021,202132,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,6
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
31/12/2021,202150,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,5
31/01/2021,202103,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,11
31/07/2021,202126,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,6
30/06/2021,202122,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
30/06/2021,202124,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
31/03/2021,202109,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,6
31/05/2021,202118,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
31/05/2021,202119,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,6
30/11/2021,202145,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,10
30/11/2021,202146,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,41
30/11/2021,202147,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,18
30/09/2021,202136,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
30/09/2021,202137,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
30/09/2021,202138,Bari,Bossaso,Bari,Qandala,Drought related,Livelihood Support,7
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Drought related,Other,6
30/11/2021,202146,Bari,Bossaso,Bari,Qandala,Drought related,Other,6
30/09/2021,202136,Bari,Bossaso,Bari,Qandala,Drought related,Other,7
30/04/2021,202113,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,19
30/04/2021,202114,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,20
30/04/2021,202115,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,25
30/04/2021,202116,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,14
31/08/2021,202131,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,47
31/08/2021,202132,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,18
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,14
31/08/2021,202134,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,19
31/12/2021,202149,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,5
28/02/2021,202105,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,40
28/02/2021,202106,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,6
31/01/2021,202103,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,12
31/01/2021,202104,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,23
31/07/2021,202126,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,35
31/07/2021,202127,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,17
31/07/2021,202128,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,11
31/07/2021,202129,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,5
30/06/2021,202122,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,24
30/06/2021,202123,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,35
30/06/2021,202124,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,7
31/03/2021,202109,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,47
31/03/2021,202110,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,7
31/05/2021,202118,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,24
31/05/2021,202119,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,29
31/05/2021,202120,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,5
30/11/2021,202144,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,34
31/10/2021,202139,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,47
31/10/2021,202140,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,24
30/09/2021,202135,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,26
30/09/2021,202136,Bari,Bossaso,Bari,Qandala,Drought related,Shelter,27
30/04/2021,202115,Bari,Bossaso,Bari,Qandala,Drought related,Water,7
31/08/2021,202132,Bari,Bossaso,Bari,Qandala,Drought related,Water,6
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Drought related,Water,12
31/08/2021,202134,Bari,Bossaso,Bari,Qandala,Drought related,Water,14
31/12/2021,202148,Bari,Bossaso,Bari,Qandala,Drought related,Water,43
31/12/2021,202149,Bari,Bossaso,Bari,Qandala,Drought related,Water,36
31/12/2021,202150,Bari,Bossaso,Bari,Qandala,Drought related,Water,32
31/07/2021,202129,Bari,Bossaso,Bari,Qandala,Drought related,Water,4
30/06/2021,202123,Bari,Bossaso,Bari,Qandala,Drought related,Water,13
30/06/2021,202124,Bari,Bossaso,Bari,Qandala,Drought related,Water,12
30/06/2021,202125,Bari,Bossaso,Bari,Qandala,Drought related,Water,6
30/11/2021,202145,Bari,Bossaso,Bari,Qandala,Drought related,Water,45
30/11/2021,202146,Bari,Bossaso,Bari,Qandala,Drought related,Water,37
30/11/2021,202147,Bari,Bossaso,Bari,Qandala,Drought related,Water,6
31/05/2021,202117,Bari,Bossaso,Bari,Qandala,Flood,Shelter,7
31/05/2021,202118,Bari,Bossaso,Bari,Qandala,Flood,Shelter,11
31/01/2021,202104,Bari,Bossaso,Bari,Qandala,Other,Food,7
31/05/2021,202119,Bari,Bossaso,Bari,Qandala,Other,Food,7
30/11/2021,202144,Bari,Bossaso,Bari,Qandala,Other,Food,4
31/08/2021,202134,Bari,Bossaso,Bari,Qandala,Other,Livelihood Support,7
31/12/2021,202148,Bari,Bossaso,Bari,Qandala,Other,Livelihood Support,6
31/01/2021,202104,Bari,Bossaso,Bari,Qandala,Other,Livelihood Support,7
31/03/2021,202110,Bari,Bossaso,Bari,Qandala,Other,Livelihood Support,13
31/05/2021,202120,Bari,Bossaso,Bari,Qandala,Other,Livelihood Support,5
30/04/2021,202113,Bari,Bossaso,Bari,Qandala,Other,Shelter,6
30/04/2021,202114,Bari,Bossaso,Bari,Qandala,Other,Shelter,7
30/04/2021,202115,Bari,Bossaso,Bari,Qandala,Other,Shelter,7
31/08/2021,202132,Bari,Bossaso,Bari,Qandala,Other,Shelter,6
31/08/2021,202133,Bari,Bossaso,Bari,Qandala,Other,Shelter,15
31/08/2021,202134,Bari,Bossaso,Bari,Qandala,Other,Shelter,6
31/12/2021,202148,Bari,Bossaso,Bari,Qandala,Other,Shelter,6
28/02/2021,202105,Bari,Bossaso,Bari,Qandala,Other,Shelter,17
28/02/2021,202106,Bari,Bossaso,Bari,Qandala,Other,Shelter,5
28/02/2021,202107,Bari,Bossaso,Bari,Qandala,Other,Shelter,4
31/01/2021,202104,Bari,Bossaso,Bari,Qandala,Other,Shelter,27
31/07/2021,202127,Bari,Bossaso,Bari,Qandala,Other,Shelter,11
31/07/2021,202128,Bari,Bossaso,Bari,Qandala,Other,Shelter,5
31/07/2021,202129,Bari,Bossaso,Bari,Qandala,Other,Shelter,7
30/06/2021,202123,Bari,Bossaso,Bari,Qandala,Other,Shelter,11
30/06/2021,202124,Bari,Bossaso,Bari,Qandala,Other,Shelter,5
31/03/2021,202110,Bari,Bossaso,Bari,Qandala,Other,Shelter,16
31/03/2021,202111,Bari,Bossaso,Bari,Qandala,Other,Shelter,13
31/05/2021,202118,Bari,Bossaso,Bari,Qandala,Other,Shelter,8
31/10/2021,202140,Bari,Bossaso,Bari,Qandala,Other,Shelter,4
30/09/2021,202137,Bari,Bossaso,Bari,Qandala,Other,Shelter,7
30/09/2021,202138,Bari,Bossaso,Bari,Qandala,Other,Shelter,6
